Protein.Accession,Group.Proteins,Group.Accessions,Gene,FC,FCmin,FCmax,Adj_pValue,Log2FC,Log10pValue,Log2FCmin,Log2FCmax,FC_SE,FC_SD_NoProp,FC_SD_Log2,type
O95427,sp|O95427|PIGN_HUMAN,O95427,PIGN,3.0336,1.263,7.2862,0.0472321355,1.601,-1.32576241828314,0.336854639125465,2.86516659637744,1.5365306122449,1.68722771332227,0.802398158907062,Enriched
P05106,sp|P05106|ITB3_HUMAN,P05106,ITGB3,42.9599,38.6958,47.6938,3.20534436e-06,5.4249,-5.49412530604719,5.27410508120548,5.57572982882011,2.29540816326531,2.52053309942784,0.0846454624647878,Enriched
P09497,sp|P09497|CLCB_HUMAN,P09497,CLTB,1.0289,0.8709,1.2155,0.704296677,0.0411,-0.152244360683301,-0.199421022201632,0.281549893366642,0.0879081632653061,0.0965298628653961,0.135351496213042,Not Significant
P09972,sp|P09972|ALDOC_HUMAN,P09972,ALDOC,7.1876,5.9731,8.6489,6.59835864e-05,2.8455,-4.18056408297982,2.57847987518597,3.11251665697378,0.682602040816326,0.749549062841633,0.150449484649201,Enriched
P11234,sp|P11234|RALB_HUMAN,P11234,RALB,14.1772,12.1417,16.5538,1.78618332e-05,3.8255,-4.74807397054335,3.60189852717819,4.04909052713862,1.12553571428571,1.23592399288571,0.125769645307387,Enriched
P49754,sp|P49754|VPS41_HUMAN,P49754,VPS41,0.5541,0.1022,3.0045,0.454086558,-0.8517,-0.342861354018062,-3.29053289861183,1.58712492187178,0.740382653061225,0.812996578625186,2.1167769937597,Not Significant
P49902,sp|P49902|5NTC_HUMAN,P49902,NT5C2,2.0376,0.5113,8.12,0.291841913,1.0269,-0.534852336577346,-0.967758068862506,3.02147972741045,1.94099489795918,2.13136032380714,1.50908076634474,Not Significant
P61201,sp|P61201|CSN2_HUMAN,P61201,COPS2,6.5032,1.9445,21.7495,0.0265278347,2.7011,-1.57629819729318,0.959399234772121,4.44291033006427,5.05229591836735,5.54780596067664,1.23074673196002,Enriched
P80723,sp|P80723|BASP1_HUMAN,P80723,BASP1,3.0166,0.2601,34.979,0.349553302,1.5929,-0.456486591021439,-1.94286169560646,5.1284171401314,8.85686224489796,9.72550973835578,4.65124466937718,Not Significant
Q02487,sp|Q02487|DSC2_HUMAN,Q02487,DSC2,7.4785,3.0817,18.1482,0.00834182075,2.9027,-2.07873914655951,1.62372642396227,4.18175455881904,3.84349489795918,4.22045031590682,0.814177006228124,Enriched
Q15762,sp|Q15762|CD226_HUMAN,Q15762,CD226,17.3747,9.5552,31.5934,0.00077271068,4.1189,-3.11198308512392,3.25628607058509,4.98155129943619,5.62198979591837,6.17337325536904,0.51260136756764,Enriched
Q6UXH1,sp|Q6UXH1|CREL2_HUMAN,Q6UXH1,CRELD2,5.2069,4.1647,6.51,0.000198982325,2.3804,-3.70118549894649,2.058212576239,2.70265754339091,0.598290816326531,0.656968912879319,0.18202880651236,Enriched
Q8WY22,sp|Q8WY22|BRI3B_HUMAN,Q8WY22,BRI3BP,0.6928,0.1246,3.8533,0.632608409,-0.5295,-0.198865039486331,-3.00462402652545,1.94609451188991,0.951198979591837,1.04448897175334,2.17505637963592,Not Significant
Q969S0,sp|Q969S0|S35B4_HUMAN,Q969S0,SLC35B4,0.566,0.0718,4.4608,0.541052149,-0.8211,-0.266760873652315,-3.7998723457264,2.15730246631897,1.11964285714286,1.22945318664023,3.13379154659186,Not Significant
Q99523,sp|Q99523|SORT_HUMAN,Q99523,SORT1,14.0652,8.7976,22.4868,0.000468824995,3.8141,-3.32898924233723,3.13711000780235,4.49100646687009,3.49214285714286,3.83463899807597,0.393326413141913,Enriched
Q9BXN1,sp|Q9BXN1|ASPN_HUMAN,Q9BXN1,ASPN,11.797,2.8033,49.6458,0.0196160212,3.5604,-1.70738907779799,1.48712614513836,5.63359976681077,11.9496173469388,13.1215905434484,1.60468369972099,Enriched
Q9BY32,sp|Q9BY32|ITPA_HUMAN,Q9BY32,ITPA,2.7534,0.7543,10.0511,0.143077798,1.4612,-0.844427752362934,-0.406789668962906,3.32928149457042,2.37163265306122,2.60423339839528,1.36453643102429,Not Significant
Q9UGR2,sp|Q9UGR2|Z3H7B_HUMAN,Q9UGR2,ZC3H7B,3.1799,0.2371,42.655,0.353694422,1.669,-0.451371789248642,-2.07643243206744,5.41464295841001,10.8208928571429,11.8821650320316,5.39084265754779,Not Significant
Q9UKE5,sp|Q9UKE5|TNIK_HUMAN,Q9UKE5,TNIK,2.9333,1.9437,4.4269,0.00534037073,1.5525,-2.27242859308294,0.958805563639465,2.14629678451923,0.633469387755102,0.695597665314427,0.342118195275991,Enriched
O00602,sp|O00602|FCN1_HUMAN,O00602,FCN1,308.5174,0.0045,21146707.7504,0.291880447,8.2692,-0.534794997319039,-7.79585928321977,24.3339297373967,5394568.30252551,5923647.1235239,27700.2734013839,Not Significant
O94892,sp|O94892|ZN432_HUMAN,O94892,ZNF432,24.9874,15.5491,40.1547,0.000260162505,4.6431,-3.58475529441921,3.95875917279223,5.32749695610062,6.2769387755102,6.89255714950897,0.397954890010179,Enriched
P04196,sp|P04196|HRG_HUMAN,P04196,HRG,0.1419,0.1262,0.1597,1.91292611e-05,-2.8166,-4.71830180500617,-2.9862161845669,-2.64656378213822,0.00854591836734694,0.00938406966335104,0.0954076868687323,Depleted
P05109,sp|P05109|S10A8_HUMAN,P05109,S100A8,0.5855,0.3363,1.0193,0.0898067183,-0.7722,-1.04669117322713,-1.57217931602287,0.0275787274742827,0.174234693877551,0.191322972539366,0.471427333374345,Not Significant
P06331,sp|P06331|HV434_HUMAN,P06331,IGHV4-34,0.2752,0.2284,0.3315,0.000244026231,-1.8616,-3.61256348773399,-2.13036544418661,-1.5929192245495,0.0263010204081633,0.0288805248445222,0.151401853093978,Depleted
P31689,sp|P31689|DNJA1_HUMAN,P31689,DNAJA1,20.0874,14.8381,27.1937,8.12291109e-05,4.3282,-4.09028830034607,3.89123446339131,4.76520055402827,3.1519387755102,3.46106898902985,0.248577071529812,Enriched
P42680,sp|P42680|TEC_HUMAN,P42680,TEC,1.8381,1.5932,2.1206,0.00111658244,0.8782,-2.95210920638982,0.671927384814737,1.0844725169369,0.134540816326531,0.147736069864219,0.115955658208767,Not Significant
P52789,sp|P52789|HXK2_HUMAN,P52789,HK2,12.2911,10.9435,13.8047,9.87629389e-06,3.6195,-5.00540599519755,3.45200231611571,3.78708763089628,0.729897959183674,0.801483585694926,0.0940759081315727,Enriched
Q13061,sp|Q13061|TRDN_HUMAN,Q13061,TRDN,1.8652,0.7716,4.5088,0.174393474,0.8993,-0.758469770887499,-0.374074951500346,2.17274351676019,0.953367346938776,1.04687000435449,0.809733092289103,Not Significant
Q3KQZ1,sp|Q3KQZ1|S2535_HUMAN,Q3KQZ1,SLC25A35,0.2157,0.109,0.4269,0.00860279361,-2.2127,-2.06536049615233,-3.19759995988516,-1.22802993230181,0.0810969387755102,0.0890506192829641,0.595609118347813,Depleted
Q63ZY3,sp|Q63ZY3|KANK2_HUMAN,Q63ZY3,KANK2,6.2137,3.8811,9.9482,0.00149344664,2.6355,-2.82581028987776,1.95646560592559,3.31443551198865,1.54772959183673,1.6995250464035,0.394595226083156,Enriched
Q68E01,sp|Q68E01|INT3_HUMAN,Q68E01,INTS3,0.8709,0.6903,1.0988,0.232998425,-0.1994,-0.632647014665487,-0.534704610604204,0.135928815526407,0.104209183673469,0.114429625596385,0.189559138108492,Not Significant
Q6EMK4,sp|Q6EMK4|VASN_HUMAN,Q6EMK4,VASN,0.2336,0.2067,0.264,4.73630793e-05,-2.0978,-4.32456006980869,-2.274389706124,-1.92139016530363,0.0146173469387755,0.0160509609465676,0.0991294595852548,Depleted
Q86Y37,sp|Q86Y37|CACL1_HUMAN,Q86Y37,CACUL1,1.5595,0.7574,3.211,0.219948345,0.6411,-0.657679301521043,-0.40087267366503,1.68302266506368,0.625918367346939,0.68730606943278,0.635827545972143,Not Significant
Q8IWB7,sp|Q8IWB7|WDFY1_HUMAN,Q8IWB7,WDFY1,6.8814,4.4069,10.7454,0.00105565536,2.7827,-2.97647784286266,2.13976415980098,3.42564728330921,1.61696428571429,1.77555001675076,0.372246520187265,Enriched
Q8N141,sp|Q8N141|ZFP82_HUMAN,Q8N141,ZFP82,217.781,0.0047,10123688.4254,0.303363482,7.7667,-0.518036699490012,-7.73312352787181,23.2712316759384,2582573.57670918,2835862.608654,18786.2344380252,Not Significant
Q8NEW0,sp|Q8NEW0|ZNT7_HUMAN,Q8NEW0,SLC30A7,229.1317,90.5411,579.8617,0.000416860986,7.84,-3.38000874857187,6.50050092913939,9.17956504084924,124.826683673469,137.069211883962,0.863036726230158,Enriched
Q8WW59,sp|Q8WW59|SPRY4_HUMAN,Q8WW59,SPRYD4,1.2899,0.7665,2.1709,0.313504343,0.3673,-0.503756438476421,-0.38364230300331,1.11829327140361,0.358265306122449,0.393402610006275,0.440003096774035,Not Significant
Q9BQ69,sp|Q9BQ69|MACD1_HUMAN,Q9BQ69,MACROD1,54.9625,19.6418,153.7982,0.00147861605,5.7804,-2.83014458395711,4.29585524104102,7.2648948083783,34.2235714285714,37.5800896532653,0.986429092179732,Enriched
Q9BV68,sp|Q9BV68|RN126_HUMAN,Q9BV68,RNF126,0.2917,0.0618,1.3772,0.13865009,-1.7773,-0.858079844178505,-4.01624935164508,0.461738086020466,0.335561224489796,0.368471798064835,1.82239436330331,Not Significant
Q9BY43,sp|Q9BY43|CHM4A_HUMAN,Q9BY43,CHMP4A,4.749,3.5001,6.4434,0.000632257981,2.2476,-3.19910567984456,1.80739614132707,2.68782215864321,0.750841836734694,0.824481559407198,0.25046861593202,Enriched
Q9BZG1,sp|Q9BZG1|RAB34_HUMAN,Q9BZG1,RAB34,8.7595,4.8876,15.6987,0.00171668319,3.1308,-2.76530984550879,2.28912622017512,3.9725731902332,2.75793367346939,3.028421359327,0.498782861672844,Enriched
Q9NSA0,sp|Q9NSA0|S22AB_HUMAN,Q9NSA0,SLC22A11,353609.757,49931.1606,2504245.0172,0.000293067866,18.4318,-3.53303179801994,15.6076528206137,21.2559442928592,626100.473622449,687506.036001856,2.80496091831851,Enriched
Q9UBC5 / O43795,sp|Q9UBC5|MYO1A_HUMAN / sp|O43795|MYO1B_HUMAN,Q9UBC5 / O43795,MYO1A / MYO1B,0.8054,0.0872,7.4385,0.835850136,-0.3121,-0.0778715825401872,-3.51952805477252,2.89501172607254,1.87533163265306,2.0592570542147,3.68870119199301,Not Significant
Q9UMX0,sp|Q9UMX0|UBQL1_HUMAN,Q9UMX0,UBQLN1,11.9164,9.3627,15.1666,7.26341884e-05,3.5749,-4.13885891182702,3.22692463182788,3.92282579794694,1.48058673469388,1.62579707221263,0.196832044373549,Enriched
A0A0J9YVY3,sp|A0A0J9YVY3|HV741_HUMAN,A0A0J9YVY3,IGHV7-4-1,0.2242,0.182,0.2762,0.000218078279,-2.1571,-3.661387588801,-2.45798964446339,-1.8562147752914,0.024030612244898,0.0263874436503782,0.169799438430587,Depleted
O60610,sp|O60610|DIAP1_HUMAN,O60610,DIAPH1,19.3094,17.0593,21.8562,7.60133079e-06,4.2712,-5.11911036769837,4.09248654416679,4.44997068538898,1.22369897959184,1.34371473934712,0.100395174931665,Enriched
O75683,sp|O75683|SURF6_HUMAN,O75683,SURF6,85.8037,9.4268,780.9929,0.0120786076,6.423,-1.91798312751044,3.23676812003966,9.6091656226729,196.828086734694,216.132239769555,3.63402639387067,Enriched
P07359,sp|P07359|GP1BA_HUMAN,P07359,GP1BA,42.0737,33.8549,52.2878,1.7580473e-05,5.3948,-4.75496944447689,5.08129275273767,5.70840246520866,4.70227040816326,5.16345127455473,0.177053255303715,Enriched
P07738,sp|P07738|PMGE_HUMAN,P07738,BPGM,1.5134,0.2404,9.5284,0.614543732,0.5978,-0.211447206527739,-2.05649119883826,3.25223397847316,2.36938775510204,2.60176832934939,2.48021558497048,Not Significant
P16278,sp|P16278|BGAL_HUMAN,P16278,GLB1,35.0134,26.7863,45.7675,3.46072236e-05,5.1298,-4.46083324102848,4.74342340991229,5.51625158332785,4.84214285714286,5.31704188340295,0.219083835256912,Enriched
P25942,sp|P25942|TNR5_HUMAN,P25942,CD40,16.6349,9.7882,28.2707,0.000559673339,4.0561,-3.25206538096349,3.29104357996862,4.82123570051934,4.71492346938776,5.17734530008614,0.449015647187783,Enriched
P27986,sp|P27986|P85A_HUMAN,P27986,PIK3R1,6.388,4.2062,9.7015,0.000972776504,2.6754,-3.0119869276955,2.07251745020003,3.27820782722303,1.40186224489796,1.53935158271681,0.347654178861946,Enriched
P35236,sp|P35236|PTN7_HUMAN,P35236,PTPN7,3.7489,2.0535,6.8443,0.0092349562,1.9065,-2.03456516001187,1.03808494731697,2.7749029975577,1.22214285714286,1.34200599830395,0.516446263863092,Enriched
P40197,sp|P40197|GPV_HUMAN,P40197,GP5,8.9731,7.9222,10.1635,1.64644938e-05,3.1656,-4.78345161710793,2.98590112327813,3.34532540281514,0.571760204081633,0.627836278700558,0.100943518490987,Enriched
P52815,sp|P52815|RM12_HUMAN,P52815,MRPL12,8.0212,6.0996,10.5483,0.000181984336,3.0038,-3.73996599158375,2.60871463662015,3.39893860290114,1.13487244897959,1.24617643914477,0.224137606446271,Enriched
P56192,sp|P56192|SYMC_HUMAN,P56192,MARS1,4.8208,4.5339,5.1259,6.48763442e-06,2.2693,-5.18791363072199,2.18075257125182,2.35780533369946,0.151020408163265,0.16583191763295,0.0496276313454538,Enriched
P62312,sp|P62312|LSM6_HUMAN,P62312,LSM6,22.8963,15.0436,34.848,0.000193478341,4.517,-3.71336764517047,3.91107794652124,5.12300395405482,5.05214285714286,5.54763788778715,0.349556464116833,Enriched
P62330,sp|P62330|ARF6_HUMAN,P62330,ARF6,18.1941,13.4263,24.655,9.04257836e-05,4.1854,-4.04370771909737,3.74698987864759,4.62380834772639,2.86446428571429,3.14540009041403,0.249413442382531,Enriched
Q09328,sp|Q09328|MGT5A_HUMAN,Q09328,MGAT5,14.6904,10.052,21.4692,0.00022698292,3.8768,-3.64400682134798,3.32941067121857,4.42419652839723,2.91255102040816,3.19820298986303,0.314084816834916,Enriched
Q15172,sp|Q15172|2A5A_HUMAN,Q15172,PPP2R5A,2.6944,1.5185,4.781,0.0192547145,1.43,-1.7154629165112,0.602646908505373,2.25731240568561,0.832270408163265,0.913896336617396,0.489338521646566,Enriched
Q6P179,sp|Q6P179|ERAP2_HUMAN,Q6P179,ERAP2,3.1446,2.1437,4.6127,0.00345688776,1.6529,-2.46131472112406,1.10010302202911,2.20561146569938,0.62984693877551,0.691619940263096,0.317304794885674,Enriched
Q86X76,sp|Q86X76|NIT1_HUMAN,Q86X76,NIT1,3.4243,1.1003,10.6571,0.067569666,1.7758,-1.17024822780753,0.137896932389619,3.41374300157592,2.43795918367347,2.67706498384219,1.12787675622072,Not Significant
Q96NA2,sp|Q96NA2|RILP_HUMAN,Q96NA2,RILP,0.5215,0.0349,7.799,0.590779015,-0.9391,-0.228574939615274,-4.8406291533398,2.96328915121473,1.98063775510204,2.17489120218579,6.01669175813321,Not Significant
Q9HB07,sp|Q9HB07|MYG1_HUMAN,Q9HB07,MYG1,0.2997,0.0467,1.9228,0.200914651,-1.7382,-0.69698839268702,-4.42043363983979,0.943208708588446,0.47859693877551,0.525535913295907,2.52982334307994,Not Significant
Q9NP72,sp|Q9NP72|RAB18_HUMAN,Q9NP72,RAB18,10.7814,7.114,16.3395,0.000447455217,3.4305,-3.34925042399727,2.83066097439976,4.03029193158043,2.35344387755102,2.58426073669388,0.345808535922266,Enriched
Q9Y2G8,sp|Q9Y2G8|DJC16_HUMAN,Q9Y2G8,DNAJC16,13.6422,3.2103,57.9722,0.0168925151,3.77,-1.77230568419261,1.68270812235967,5.85728933069584,13.9698724489796,15.3399846118646,1.62223979467022,Enriched
Q9Y2I7,sp|Q9Y2I7|FYV1_HUMAN,Q9Y2I7,PIKFYVE,2.0822,0.1644,26.3696,0.523326638,1.0581,-0.281227158549132,-2.60471779586777,4.72080378204004,6.685,7.34063947289692,5.08611284434836,Not Significant
P05155,sp|P05155|IC1_HUMAN,P05155,SERPING1,1.7834,1.6173,1.9666,0.000403254971,0.8346,-3.3944202702761,0.693587315402805,0.975703548007767,0.0891071428571428,0.0978464338330901,0.0791536194121729,Not Significant
P05387,sp|P05387|RLA2_HUMAN,P05387,RPLP2,14.4609,12.6133,16.5791,1.27110076e-05,3.8541,-4.89582002161157,3.65687387021945,4.0512937868369,1.01168367346939,1.11090577525127,0.110829772202969,Enriched
P08174,sp|P08174|DAF_HUMAN,P08174,CD55,17.7692,10.7997,29.2366,0.000434085121,4.1513,-3.36242510008238,3.43291933185725,4.86970364118643,4.70329081632653,5.16457176048468,0.419315561036312,Enriched
P24534,sp|P24534|EF1B_HUMAN,P24534,EEF1B2,29.215,25.6785,33.2384,6.21850858e-06,4.8686,-5.20631376211668,4.68248902531619,5.05477903151962,1.92854591836735,2.11769039546172,0.104575780649352,Enriched
P24821,sp|P24821|TENA_HUMAN,P24821,TNC,5.6477,2.8622,11.1444,0.00579605127,2.4977,-2.23686778155497,1.51712448580564,3.47824704075143,2.11280612244898,2.32002214226287,0.592645579509398,Enriched
P30041,sp|P30041|PRDX6_HUMAN,P30041,PRDX6,20.492,15.8068,26.566,5.0609146e-05,4.357,-4.295770991097,3.98247342644168,4.73150911478991,2.74469387755102,3.01388305438587,0.212185932870475,Enriched
P30530,sp|P30530|UFO_HUMAN,P30530,AXL,3.2142,1.3338,7.7454,0.0414313638,1.6845,-1.38267077075514,0.415542354198697,2.95333974684117,1.63561224489796,1.79602689712064,0.806147438796324,Enriched
P46459,sp|P46459|NSF_HUMAN,P46459,NSF,8.1833,3.145,21.2929,0.00919932854,3.0327,-2.03624387069955,1.65306001710456,4.41230054682397,4.62956632653061,5.08361665204562,0.896228726025781,Enriched
P48454,sp|P48454|PP2BC_HUMAN,P48454,PPP3CC,4.4246,1.1054,17.7107,0.0694738521,2.1456,-1.15817862023615,0.144568517664712,4.14654932936967,4.23604591836735,4.65150125315949,1.51667897451114,Not Significant
Q12851,sp|Q12851|M4K2_HUMAN,Q12851,MAP4K2,5.3945,2.3944,12.1535,0.011046857,2.4315,-1.95676126783572,1.25966418394865,3.60329994003514,2.48956632653061,2.73373355974953,0.731104615768352,Enriched
Q12933,sp|Q12933|TRAF2_HUMAN,Q12933,TRAF2,6.6732,5.4106,8.2303,0.000106294939,2.7384,-3.9734874129621,2.43578858832698,3.04094501881508,0.719311224489796,0.78985854417167,0.170761404525602,Enriched
Q13825,sp|Q13825|AUHM_HUMAN,Q13825,AUH,9.4477,1.9341,46.1506,0.0344251625,3.24,-1.4631240010293,0.951662389320646,5.52827749923507,11.2797193877551,12.3859915304347,1.89138187680079,Enriched
Q86TU7,sp|Q86TU7|SETD3_HUMAN,Q86TU7,SETD3,13.6405,3.844,48.4036,0.0112437559,3.7698,-1.9490885914205,1.94260833611166,5.59704244629224,11.3672448979592,12.4821012110763,1.32017635109372,Enriched
Q8WUJ3,sp|Q8WUJ3|CEMIP_HUMAN,Q8WUJ3,CEMIP,1.4013,0.6284,3.1248,0.379359935,0.4867,-0.420948537778434,-0.670244914255253,1.64376385433734,0.636836734693878,0.69929526888327,0.719952769952906,Not Significant
Q8WVM8,sp|Q8WVM8|SCFD1_HUMAN,Q8WVM8,SCFD1,9.3436,6.0759,14.3689,0.000599924761,3.224,-3.22190321283543,2.60309812548659,3.84487771650948,2.1155612244898,2.32304745427374,0.358689267737323,Enriched
Q96NW4,sp|Q96NW4|ANR27_HUMAN,Q96NW4,ANKRD27,2.389,0.7684,7.4277,0.148457023,1.2564,-0.828399252577863,-0.380070575883922,2.89291554693023,1.69880102040816,1.86541298833294,1.12650567914517,Not Significant
Q99766,sp|Q99766|ATP5S_HUMAN,Q99766,DMAC2L,230.207,1.717,30865.61,0.066452746,7.8468,-1.17748706817487,0.779890039340047,14.9137126833121,7873.44209183674,8645.63946251381,54.181763273413,Not Significant
Q9BTV4,sp|Q9BTV4|TMM43_HUMAN,Q9BTV4,TMEM43,41.3945,27.8988,61.4186,9.36705881e-05,5.3714,-4.02839675309349,4.80213116420774,5.9406037222113,8.5509693877551,9.38961606870431,0.3272500582969,Enriched
Q9H0N0,sp|Q9H0N0|RAB6C_HUMAN,Q9H0N0,RAB6C,2.3035,1.5883,3.3408,0.00862689425,1.2038,-2.06414552558829,0.667483436180492,1.74019361702044,0.447066326530612,0.490912898060379,0.307461516622591,Enriched
Q9H5X1,sp|Q9H5X1|CIA2A_HUMAN,Q9H5X1,CIAO2A,12.0835,10.1876,14.3323,2.6873247e-05,3.595,-4.57067985612034,3.34874231558529,3.84119824198449,1.05732142857143,1.16101950846839,0.138618536619579,Enriched
Q9NPC8,sp|Q9NPC8|SIX2_HUMAN,Q9NPC8,SIX2,4.051,1.4819,11.074,0.0362531652,2.0183,-1.44065406995136,0.567448096515744,3.46910452186831,2.44696428571429,2.68695327217402,0.956912900732122,Enriched
Q9NQG7,sp|Q9NQG7|HPS4_HUMAN,Q9NQG7,HPS4,4.4763,0.2588,77.4222,0.283228545,2.1623,-0.547862978696758,-1.95009047755694,6.27467539817756,19.6845408163265,21.6151260018216,6.96647568103524,Not Significant
Q9UKM7,sp|Q9UKM7|MA1B1_HUMAN,Q9UKM7,MAN1B1,42253.2963,14.2092,125646631.2635,0.0410841815,15.3668,-1.38632536084015,3.82875342578597,26.904796750456,32052708.4322194,35196316.638864,1201.74177919574,Enriched
Q9Y485,sp|Q9Y485|DMXL1_HUMAN,Q9Y485,DMXL1,4.6904,2.3693,9.2853,0.0084105794,2.2297,-2.07517408487328,1.24446088372381,3.21494852314081,1.76428571428571,1.93732017288764,0.595889946707987,Enriched
Q9Y4L1,sp|Q9Y4L1|HYOU1_HUMAN,Q9Y4L1,HYOU1,5.1794,0.8707,30.8114,0.099959519,2.3728,-1.00017584234299,-0.199752371546425,4.94539233153823,7.63793367346939,8.38703327073118,2.33616467302286,Not Significant
O43815,sp|O43815|STRN_HUMAN,O43815,STRN,5.4629,3.1883,9.3602,0.00289648622,2.4497,-2.53812853331103,1.67278738470771,3.22653935629645,1.57446428571429,1.72888177776825,0.456579686076909,Enriched
P10909,sp|P10909|CLUS_HUMAN,P10909,CLU,1.4846,1.3213,1.6681,0.00230448899,0.5701,-2.63742536243365,0.401958066413773,0.738205778698426,0.088469387755102,0.0971461301268699,0.0944040416109317,Not Significant
P19404,sp|P19404|NDUV2_HUMAN,P19404,NDUFV2,6.7288,5.84,7.7527,3.33824901e-05,2.7503,-4.47648127112128,2.54596836910529,2.95469883919151,0.487933673469388,0.535788359554971,0.114876234885268,Enriched
P20061,sp|P20061|TCO1_HUMAN,P20061,TCN1,3.2708,1.1578,9.2406,0.0626635743,1.7097,-1.20298483680039,0.211386061679429,3.20798653009602,2.0619387755102,2.26416591865474,0.998685625104867,Not Significant
P57057,sp|P57057|G6PT2_HUMAN,P57057,SLC37A1,21.3036,18.9359,23.9673,6.34522653e-06,4.413,-5.19755286860902,4.24305208725731,4.58299548839629,1.28352040816327,1.40940322699058,0.0954457953675535,Enriched
Q14185,sp|Q14185|DOCK1_HUMAN,Q14185,DOCK1,6.1573,2.8311,13.3914,0.00759763765,2.6223,-2.11932142285791,1.5013627089597,3.74323488956566,2.69395408163265,2.95816689151899,0.693117552257704,Enriched
Q5VZK9,sp|Q5VZK9|CARL1_HUMAN,Q5VZK9,CARMIL1,2.1542,1.7399,2.6673,0.00192244973,1.1072,-2.71614500771329,0.799004390183243,1.41538009866899,0.236581632653061,0.259784662859455,0.173981081053917,Enriched
Q6Q759,sp|Q6Q759|SPG17_HUMAN,Q6Q759,SPAG17,20.9465,0.1571,2792.2112,0.216066256,4.3886,-0.665413053465172,-2.67024491425525,11.4471923543145,712.258698979592,782.114333678952,53.8683059511995,Not Significant
Q7Z3C6,sp|Q7Z3C6|ATG9A_HUMAN,Q7Z3C6,ATG9A,2.6559,1.1615,6.0731,0.0570905858,1.4092,-1.24343550072423,0.215989154146721,2.60243312487979,1.25295918367347,1.37584467338851,0.7473640902636,Not Significant
Q96S44,sp|Q96S44|PRPK_HUMAN,Q96S44,TP53RK,13.6044,6.3489,29.1516,0.00223827401,3.766,-2.65008674812643,2.66650665455969,4.86550316351786,5.81701530612245,6.38752612873119,0.677372928572312,Enriched
Q9BYM8,sp|Q9BYM8|HOIL1_HUMAN,Q9BYM8,RBCK1,2.0488,0.9758,4.3015,0.0894884751,1.0348,-1.04823289231271,-0.0353426116234222,2.10483983776818,0.848392857142857,0.931600014310644,0.656000937494169,Not Significant
Q9C0E8,sp|Q9C0E8|LNP_HUMAN,Q9C0E8,LNPK,37.8012,1.9108,747.8191,0.0527570658,5.2404,-1.27771936669476,0.934176781921816,9.54654550922352,190.282729591837,208.944938796172,7.97445126133786,Not Significant
Q9P0J0,sp|Q9P0J0|NDUAD_HUMAN,Q9P0J0,NDUFA13,30.8244,18.6219,51.0228,0.000258659081,4.946,-3.58727226978164,4.21892837405336,5.67307016739248,8.26553571428571,9.07618814194838,0.42479891328182,Enriched
Q9UFP1,sp|Q9UFP1|GAK1A_HUMAN,Q9UFP1,GASK1A,3.5295,0.3256,38.2589,0.28080871,1.8195,-0.551589425579726,-1.6188273952832,5.25772348954999,9.67686224489796,10.6259322316655,4.34338567373452,Not Significant
Q9UIC8,sp|Q9UIC8|LCMT1_HUMAN,Q9UIC8,LCMT1,11.7527,8.8346,15.6347,0.000122694525,3.5549,-3.91117481637111,3.1431648160355,3.96667963185645,1.7347193877551,1.90485409306727,0.233829124684982,Enriched
Q9UK41,sp|Q9UK41|VPS28_HUMAN,Q9UK41,VPS28,12.3902,7.2657,21.129,0.000806134807,3.6311,-3.09359232663072,2.86110179825444,4.40115258344841,3.53655612244898,3.88340814817715,0.452177824177412,Enriched
O15162,sp|O15162|PLS1_HUMAN,O15162,PLSCR1,8.37,5.904,11.8662,0.000367115879,3.0652,-3.43519683038859,2.56169272139831,3.56878609904403,1.5209693877551,1.67014030289049,0.287873731489714,Enriched
O95399,sp|O95399|UTS2_HUMAN,O95399,UTS2,22.2638,19.3582,25.6055,9.12736299e-06,4.4766,-5.03965467748353,4.27487290639437,4.67838182583426,1.59369897959184,1.75000293754785,0.113400253305429,Enriched
P00846,sp|P00846|ATP6_HUMAN,P00846,MT-ATP6,177537.7582,6.8432,4605965721.5973,0.0560815944,17.4378,-1.25117964787166,2.77467111232688,32.1008565283681,1174991253.7638,1290229944.30624,10484.5772591098,Not Significant
P07942,sp|P07942|LAMB1_HUMAN,P07942,LAMB1,3.0724,2.6569,3.5528,0.000172753594,1.6194,-3.76257290871132,1.40974392891271,1.82895647641766,0.228545918367347,0.250960836161081,0.117842713769997,Enriched
P10645,sp|P10645|CMGA_HUMAN,P10645,CHGA,0.1333,0.0164,1.0854,0.0908146019,-2.9076,-1.04184431651474,-5.93016037493137,0.118226813792948,0.272704081632653,0.299449864779769,3.24092149221788,Not Significant
P14866,sp|P14866|HNRPL_HUMAN,P14866,HNRNPL,3.6508,2.4984,5.3349,0.00225591304,1.8682,-2.64667764536956,1.32100447447112,2.41546122871489,0.72359693877551,0.79456458507747,0.313989916335396,Enriched
P15144,sp|P15144|AMPN_HUMAN,P15144,ANPEP,1.9526,0.5233,7.2856,0.297055654,0.9654,-0.527162177077457,-0.934289835934734,2.86504778922595,1.72507653061224,1.89426550102922,1.39959410245923,Not Significant
P49137,sp|P49137|MAPK2_HUMAN,P49137,MAPKAPK2,4.844,3.2534,7.2123,0.00140241877,2.2762,-2.8531222842696,1.70194821018707,2.85045940779503,1.00992346938776,1.1089729370221,0.330286902708889,Enriched
