"","TPAD1010","TPAD1016","TPAD1022","TPAD1008","TPAD1036","TPAD1040","TPAD1021","TPAD1012","TPAD1037","TPAD1025","TPAD1013","TPAD1035","TPAD1018","TPAD1007","TPAD1030","TPAD1039","TPAD1028","TPAD1005","TPAD1004","TPAD1017","TPAD1001","TPAD1011","TPAD1026","TPAD1032","TPAD1019","TPAD1033","TPAD1006","TPAD1024","TPAD1002","TPAD1038","TPAD1031","TPAD1034","TPAD1015","TPAD1027","TPAD1029","TPAD1003","TPAD1009","TPAD1014","TPAD1023","TPAD1020"
"sp|O43182|RHG06_HUMAN",24.5699875191527,24.5194586124263,24.6777208113227,24.3109379972696,24.8141964935009,24.8184200668821,23.8542733637264,26.1477442289768,25.2477914744951,24.7653504834656,23.9227644641054,24.4746572874363,25.0272755337587,24.3759617345735,24.2533396358535,23.3939137183398,24.7509924548341,23.743968549631,24.4290063742793,23.3341125357751,24.8861283917526,24.8050143482717,24.1978409506234,23.1633723615994,24.580007006772,25.2484456425154,24.3730592780808,24.6848339744205,24.2059264581294,23.496425437267,24.0403981905867,24.8527891665213,23.045270425734,24.7162063789726,24.3910707349172,24.6827050928716,24.1819359499942,24.2528192225555,24.5454955814888,24.1743356204995
"sp|O43681|GET3_HUMAN",24.2808681030515,24.0662628232053,24.5741108776464,24.1203275820159,23.9646415854117,24.4908029973964,24.3615887340829,23.49087545937,24.6063593874229,24.4492876427675,23.4792346301307,23.8618535451331,23.8828285709905,24.4051491040447,24.4351054646852,24.2486843826664,24.4973104947743,24.0934483015544,24.70094306912,23.8396934662987,24.7488229351605,24.4027508783277,24.4817654996963,25.3000209809726,24.1811802201885,24.493829760606,23.9400992677787,24.7042027045375,24.9735351834432,23.9735964668269,24.5606627628537,24.4437831153203,23.6729435574307,24.211235791026,24.36626675654,24.2588673892401,24.5294301050378,24.6014919704795,24.4497416356716,24.0163315952219
"sp|O75899|GABR2_HUMAN",29.0892094771637,29.4619828511033,28.8153255387559,29.5627110410849,29.5005082111026,28.5124369197649,29.3986736346947,29.8214720694685,27.9021559554833,28.4910179382816,29.6640618744423,29.3875487955376,28.9116350011449,28.9046192156229,29.2273287373334,30.0543972775317,27.9518248327225,29.7587827145696,28.785807905075,29.7817003288988,28.1901019584423,29.0671625314273,29.0902047955359,29.6438145696718,28.9729151048535,27.9729196143956,28.7062889505322,28.2344096190558,28.5372156167612,28.7235304068112,29.7794204260881,28.394550650885,29.7940089318379,28.6568198472022,28.9807001531659,28.7914263228949,28.7200289540821,29.3107700052826,27.8418836845854,29.3119421069744
"sp|P20774|MIME_HUMAN",20.4093801767549,20.564199480897,20.0982906968042,20.6065403576946,21.2238303224177,20.2482348108573,21.1386801651931,20.554774570184,19.5902076747434,20.9020883681762,20.9821481351076,20.797388307302,20.6786277188063,20.9569313680794,20.0232982549623,20.766321771371,20.2682317213697,20.2592214121315,21.3256713521918,21.2777962342078,20.9170148827834,19.9392140837749,21.3798165804043,20.6444962669441,20.726770624084,20.2545023034595,21.2156892129523,20.8818075495695,20.8953587750723,21.3693184711266,20.1659531258267,20.7193133342659,20.7196545721154,20.9840351053319,21.2296827263772,21.4790235837301,21.5044825594039,21.0150129495712,19.1925031997283,20.7748493422241
"sp|P22692|IBP4_HUMAN",24.4120133141431,24.4088137921176,24.4785556601709,25.0449078716779,23.791385399871,23.3010607470651,24.983537924169,25.1725177992099,23.226744855928,24.7609863367135,23.9428858330364,24.2902871762149,23.2865285334836,24.3762520948392,24.2749051352048,25.5136999937026,23.1060512819902,24.1926125609277,24.1610394231021,24.6171551436393,23.7151597841359,23.442671288079,24.4194913776716,24.1966925156474,24.1475606938534,23.4199142088281,24.0954539243091,24.0144879572808,25.0311424413516,25.2728041923065,25.1865603731497,23.7785487114946,24.5119326887716,24.6659775626671,25.3187413175029,24.3934486583701,24.3404908755352,24.5704821498212,24.1339044051012,23.7400286861744
"sp|P27487|DPP4_HUMAN",22.2464129697337,22.021703095217,21.8825919361743,22.2906924799942,23.1668539585707,22.4103355617644,22.6891411705028,23.3001171026612,21.6574820667505,22.4759993757379,23.1599654684169,23.4356029313829,21.5486208211779,22.0629867404642,22.5645166063193,23.4319593603385,21.1035331981833,22.5078427953429,22.0793994067745,23.8341639977552,21.6044170029998,22.3293084226006,22.4775446128302,23.3922199986689,22.1631041358327,20.5028828893799,21.9651684877842,21.9673921782027,22.3911400218095,23.3496611528524,22.9844816036764,22.0816413355892,23.1312830839799,22.1348368094938,22.579143152904,21.6022469885439,21.8795605111946,22.6111376533437,20.9964759923361,23.2450657218991
"sp|P42224|STAT1_HUMAN",23.2911276100704,19.1952588404652,23.8270269270449,23.0808372815296,22.6039883324507,22.6461570933251,24.608191709601,22.4009752614623,22.0237634907329,23.441448581006,22.5146441170598,30.3457192509694,20.6059290814438,23.3710921063031,22.9976262433989,23.8651779285846,21.0509465936961,23.2852995771468,23.3730593472617,23.3177120461862,22.1508656129519,22.6592360247952,23.1646020781719,22.4627042134364,23.2366443780861,21.4384231642411,23.7037797798303,22.8381884820656,23.5375423988916,20.8924622188288,22.4418801447397,23.0067824704042,22.1716813363466,23.8773147214536,23.0391960260934,24.4662607465098,23.4510566025359,23.4133410351578,22.4954262147399,22.4648647544981
"sp|Q13188|STK3_HUMAN",25.1679944159117,25.3793129984969,25.1436238791811,25.2388399060335,24.9555164596607,25.2826234915888,25.5544590058035,25.466124900208,25.2186245733076,24.7987492688812,25.7619751097616,25.2445914058304,25.3017880270324,25.2037213721235,24.6011275385902,25.6746707627489,24.7661383733587,25.5129637442659,25.4404733210262,24.3521475180722,25.2610638064106,25.6503005589327,24.9691367467801,25.4810592073719,25.465948470958,25.257250180219,24.753503202123,25.2350577536613,25.2432305511863,25.7956128193108,26.0041531159033,25.3099090720639,25.2707436459773,24.8941559796358,25.1892725753569,24.9759750738186,25.2394483283352,25.5255686415424,25.2198092533944,25.4163651684263
"sp|Q15435|PP1R7_HUMAN",25.4466663477609,25.038537948162,24.6662311784859,25.4401477607969,25.0503884807592,24.6360961356998,24.6985626845509,25.7929580642032,24.6719480463086,24.7889714808592,24.9890440496057,25.0613096061206,24.4618511492094,25.3539360059163,25.1119718798218,25.403228535452,24.8825087163087,25.2798941929354,25.7558457528602,25.2613236612711,25.1666837499918,25.1859795039964,25.1857052631845,24.9744728962578,24.6446829916341,24.9028217349723,25.3181982679054,25.0702844068644,25.2253448620205,25.3439453654945,25.6724630455897,25.2509678326351,25.730140404026,25.3427407277711,25.283932092275,25.2914374549039,25.2612056640717,25.9127329694717,24.7111492434638,24.7623583169185
"sp|Q96HD1|CREL1_HUMAN",19.7684481568871,20.3571558614681,20.6100664249636,19.8309886649344,19.9192688712801,20.4515036626132,19.9743157300657,19.5465007248063,20.9357641454534,20.2107787601314,19.6800564955602,20.2141239152299,21.0157570701306,20.0697233755161,20.5313191986333,20.1791862893733,20.9754311798024,19.7260484939247,20.3012885791388,19.9400337019928,20.2660197693265,21.0882735163686,19.7134626105816,19.6813708213812,21.1130452157906,21.7037517457036,20.1866906597454,20.5725552820926,20.4229148738911,20.0971550260136,20.2661728788321,20.5768560782537,19.7867192217011,20.3338124376643,20.5528186700033,19.7541125876514,20.370998594145,20.2981486051718,20.7646408915242,20.8207443586408
"sp|O15400|STX7_HUMAN",24.5175921918683,24.32973010873,24.6754666761222,24.178767127821,24.1045139802231,24.7183319103336,24.0159479804165,22.6386736611371,24.327562270108,24.5213490929139,23.9692773343847,24.365381454859,24.6332307461638,24.3206846612932,24.0707812932565,23.4775623442119,24.780219032555,23.7757036714884,24.4263967853599,23.8367456335628,24.5578539571658,24.3768514502148,24.0431192990496,23.7631513087421,24.8443963173326,24.9277544465994,24.32105247578,24.5874197062522,24.748251868331,24.2634526988995,24.1396162801042,24.6147196481124,23.3272177650275,24.5083941619791,24.0367413842746,24.2367667431063,24.1237771307181,24.0267158071884,24.528199769327,24.0465243786539
"sp|P06733|ENOA_HUMAN",27.109324256048,27.7108019574926,27.513194385771,27.3194805638887,26.9396757803733,27.4574267657799,27.4562406452885,26.4822096131036,28.3215770622858,27.7922335624001,27.0332670894206,27.6214180909716,27.9607878658508,27.4705100771839,27.6063387312793,27.0419478372073,28.0405199321271,26.9689057273648,27.8623876084186,27.0652550321512,27.690249571469,27.9055716059628,27.7432338198179,26.5778787366079,27.2532777382745,28.2695884733822,27.6533738464056,27.6718552257864,27.0430875942297,26.7610446211866,27.3477398818788,27.7173065313069,26.8016345261349,27.4517267653216,27.4683089901713,27.7560856285108,27.8316958983198,27.6144759256952,28.0021130578161,27.7859394419462
"sp|P20339|RAB5A_HUMAN",24.522521014518,26.0120238363806,25.0052202186625,24.722061767887,24.9998502518252,24.9857935248638,24.4327999405558,24.8889846520343,25.7551235358683,24.6427410673047,24.7634034452426,25.264669530408,25.9055020085792,24.5568986513636,24.5636383608351,24.6181077371344,25.0509445693896,24.3591228247961,24.5586523194098,23.5468318864675,24.894244090585,25.4648741827449,24.520184337365,25.0612472434409,25.0659006849024,25.6579334739295,24.6305632677584,24.9357520419155,24.1060563347892,22.9384255012164,24.7865976101994,25.1663189438108,24.9627273070055,24.4308697432842,23.7048900538417,24.6275899543199,24.5912762882093,24.5963163724016,25.0640671825806,24.7188093643322
"sp|P21399|ACOHC_HUMAN",21.170629807957,21.7768809517389,21.5410627665533,21.1140998401685,21.2765678780559,21.2420464908854,21.7705976591482,20.9351387454948,21.615601773502,21.8760533859385,22.1501608669331,22.4216553777737,22.1231379498821,21.4261885278532,22.078165694472,21.5810010208082,21.8532413488346,21.4333204204446,21.6600830204153,20.2503339678751,21.8599777896041,21.288984202488,22.0742364910481,22.0730954158602,21.8720336620033,22.1352567428513,21.4137239501565,21.8288210178412,21.1419675152175,20.5354116397156,20.9878028209433,21.9106917663216,21.2272717625348,22.0349045801614,21.9155249366105,21.3601471589661,21.6817472477495,21.2280053790882,22.4295768596529,21.0910878276973
"sp|P48509|CD151_HUMAN",23.3753029199201,23.884649979859,23.6037389110482,23.5997602901467,23.6526868459881,23.726360619166,23.2704504757924,22.4372821983825,24.712141102054,22.6403243825609,23.5593690146082,23.2069192240222,23.5661152594566,23.3793354459046,23.392281525634,22.6849501978961,23.8141695376318,22.6138487351716,23.4593608493263,23.0886887953932,23.6877519100079,24.3813731831451,23.9154556816244,22.4882708212901,23.0068265276453,24.2195769536745,23.3574367612878,23.7508552692444,23.3354267741608,23.3625508196582,22.7305706579045,24.0341390791915,22.3373401853358,23.7445188627981,23.6915692718648,23.6017628012312,23.3833679718891,23.091189543535,23.9338242628485,22.8382339392453
"sp|Q13617|CUL2_HUMAN",20.4074309135751,20.7651021479866,21.4736042358101,20.6302431930243,21.2477934502662,21.0951958235737,20.7778558107053,20.9392737764045,21.8040381892314,20.9962046401298,20.8350848243011,20.9692165561209,21.3497492131424,20.8068097617862,20.4429057729258,20.803237866905,21.3996851400726,20.1306007148493,20.7584232640586,20.6153742550794,21.2805486642,21.1996181765738,20.5641154673692,20.897802537763,20.7442419102882,21.5065306327539,21.257781580228,21.0448017662095,20.5231139084496,20.4217418392291,20.674011057576,21.3249095650673,21.1032121329128,21.0317230157284,20.4265475638138,21.0669570076937,21.2061886099973,20.6695647651486,21.1668046785953,20.6222295585629
"sp|Q14088|RB33A_HUMAN",21.1412609041026,20.4750737193054,22.1980817595407,21.2356046831306,21.7604005039849,21.1987615753673,21.2227070960738,20.5840220398149,21.4867631656977,21.6148218836746,19.3386042367587,20.9322810256943,20.8310935535868,21.3561591375688,21.3510847823521,20.616826003107,22.2023261412665,21.6776350691354,21.3832878091011,21.1422377002597,21.335729417366,20.1190210625445,21.8205730946766,21.2297690453501,22.4845860678858,21.5530964303248,20.7312244649638,21.8129766108154,21.1577271098686,21.4821872584249,20.0194355976634,21.8118122903,22.5200164405913,21.4991001606528,21.8343041822123,21.9719054094164,21.5710573710351,20.556650379377,20.647656221016,21.0471991164887
"sp|Q6NUK1|SCMC1_HUMAN",21.0725386077116,22.0837066397989,22.6435507799893,22.6293785006977,22.8462304874392,22.6360186281445,22.382996887446,22.2087755908909,23.4880875993487,23.0685554998935,22.9078863359976,23.2425477747292,23.9150285002601,21.8973360564477,23.5814073295531,21.610396699099,23.1152376862327,21.045127830307,21.1733047436748,22.0044289342801,22.3017359944048,22.9249937242399,22.3652822513555,24.2954937141281,22.3711520250905,23.5210622526501,21.4060756344043,20.859098718931,22.2360632899022,20.4473949987273,19.1107011901956,23.01852096585,21.6406377802475,20.6591895977235,19.5265913356785,22.4896664017431,22.7221335051838,24.0068781724474,21.8805761779208,21.5640697199881
"sp|Q7Z2T5|TRM1L_HUMAN",21.7940658779655,21.0924136844146,18.5172395390865,21.8317872830663,20.6337661540663,19.7110034313502,21.4838220494076,20.9107708651815,21.7838386558111,20.0045857995561,21.7770465781181,21.7079071741328,22.7335041424253,20.5726160537079,20.0586456517205,22.9875354269901,19.0791206597676,18.9078155257026,20.1217513079733,22.7057421256636,21.7014537478557,22.7890604191654,20.313646194908,19.9223672885043,21.8299372303279,19.158529253771,21.1057230168305,20.6288871574438,20.1235317851331,22.5893934884836,23.3137142117128,21.2055395244377,20.0909525780427,21.2322282485993,19.6410007886153,20.2162497093936,19.3511662294502,22.6378125087345,20.2575623236665,21.4809871565993
"sp|Q8TBX8|PI42C_HUMAN",20.2437232038499,21.0496291991551,20.4098221925798,20.9345317958826,20.321668648823,20.9401770316264,20.4352995744459,22.5527815715534,20.596280592518,20.6069608824656,20.3657980326479,20.9791194614261,20.5595632338942,20.5677883336092,20.5227624574426,20.915971478401,20.3062945503498,20.4597635647793,20.5525098545887,21.3725846369098,20.5226435736085,20.6388503252374,20.5536621375077,20.889946865755,20.7576881358852,20.7165203183611,20.5401925013877,20.5226496083233,20.5430485347431,20.6509292307897,21.2561843206812,20.4627012492673,21.3631029580053,20.2428086887094,20.8313613178382,20.4218285102747,20.8918534633686,20.7422836894684,19.9638453682074,21.0409452511852
"sp|Q92905|CSN5_HUMAN",25.0722403414215,24.2328321135051,24.2673353278711,24.5237433860081,24.5458920823691,24.2974889992062,24.4960859315832,26.4763910613789,24.7641742217924,25.5643521158896,23.9939072197822,23.4968836366157,23.311162599058,24.7763072082114,24.3953325271297,24.9511251135342,23.981732329611,24.8539653244178,26.6078843321793,26.1211680009462,24.2335226731723,23.6317612142208,25.9232589253896,24.0338502652473,26.6484434018478,23.7770501365512,24.0456384198963,24.593078145326,24.8879181402197,26.6122582789774,24.41371864765,24.3130261454893,24.898964223747,26.6727623621508,24.7299070717251,24.2814781815865,24.4803740750014,24.2846828107614,24.2563980351501,26.3430310220253
"sp|Q92954|PRG4_HUMAN",23.864427821634,22.4017772774339,23.1941966782149,24.8272260806583,23.2005425929332,23.4413519181814,24.4075235008174,24.1716532222281,22.2213596687762,23.6454607519367,24.0034207289122,23.4795439786618,22.638540571592,23.8074229109047,23.6099289335107,24.2422494785767,22.8870914017687,25.2731818789436,23.65933024885,24.968811432009,22.8215341508487,22.555264804007,24.0545311487094,24.5565411703111,23.5044652125795,21.3537922676581,23.7549804252491,23.0618459477299,23.8108138600719,24.2149006139986,24.0446228984426,22.2040999707198,23.4377061528383,22.8018474034478,23.7878067031842,22.5048937317115,23.7504180001755,23.1349444861463,22.0907863988482,23.6001815456684
"sp|Q9BUL8|PDC10_HUMAN",23.2946794314988,23.4879957884709,24.1099034131291,23.0274739386431,23.0262315567763,23.8617150790706,22.832288597395,25.2504333190488,24.6182110014309,23.7011246143518,23.4879336794886,24.0284152325361,24.1556780531332,23.5218341791813,23.5878504905262,22.9262552661904,24.0725107011119,23.4615035402079,23.4632062969356,23.6057038237319,23.9679933481144,24.0840825463934,23.5749849173184,22.5854945931404,23.7854878458559,24.4076484825717,23.6703835918278,24.2337115506113,23.5348608000039,22.9450757819561,23.4102759502134,23.935466482721,23.8457264518767,23.7987130678834,23.0298902173995,23.5274177385366,23.7489889268639,23.9999792177566,23.8685214829217,24.170774113686
"sp|Q9H1B5|XYLT2_HUMAN",26.2184648124916,26.9730266049451,25.9682252419697,26.9415531241355,26.7831453560483,26.040799431707,27.2176654327574,27.0774782437615,25.3441044592996,25.8792252545135,26.6001506289152,26.1572222393683,26.0459498314109,26.1670619663128,26.4100792966171,26.8660241761327,25.4484481173367,26.9130380457874,26.198160208951,27.6608434976815,25.1122281751957,26.3380295054265,25.5535476475305,26.9963474831533,27.1433763070881,25.3054669721197,25.5220188613728,26.1977003465247,26.2380884964089,26.9702701435378,27.1579499713732,26.2565363742604,27.7129570841444,26.6884194407703,26.6764388425207,26.2443468523385,26.1156591201341,26.5743829511881,26.3346599180814,26.8017678936543
"sp|Q9H8W4|PKHF2_HUMAN",23.4968224716529,23.0416002353009,23.8100088358616,23.3456273885483,23.618916132824,23.8987583396702,23.286928210461,22.9734890830008,23.9695829179672,23.6933979355367,23.0970763178852,23.3008499357562,23.2172273059926,23.6310735941759,23.4411135031242,23.2135899546405,23.7935791763329,23.0906167345267,23.9110942408794,23.4299943288331,23.6640143282996,23.3013751085623,23.6582587538026,23.7276922707745,23.5913789685994,23.5895257585587,23.6308513350987,23.892166080449,23.906878307175,23.649942233509,23.3362736239874,23.6845586514223,23.3644879437454,23.8460768725525,23.9173006798472,23.8684328247032,23.7653247166988,23.73720629768,23.4977673463137,23.6801455736384
"sp|Q9NPQ8|RIC8A_HUMAN",24.8814779579505,24.2445692319803,24.7466213406359,25.1532176377352,24.7726645712459,24.7331434745138,25.5350210000963,25.1420759203979,24.1317419860519,24.8731865485796,24.4838168869083,24.2374410772734,24.2515146963323,24.7806279542103,24.9317507919296,25.3877647900927,24.3639630591205,25.217158046841,24.9538051484209,24.556150905908,24.5095759171623,24.545275788285,25.7756381731602,25.2279275146959,24.1252173843318,23.7269478603113,23.7821792469807,24.7865270499285,24.9270630976308,24.9450085888077,25.3002383840486,23.7399360135797,24.8029630918851,24.5756904799439,25.1595917530759,24.921396584701,24.67977795047,24.4030981162086,24.3001174468133,24.6055080404347
"sp|Q9P2D3|HTR5B_HUMAN",16.6768798732998,17.768621259855,17.7488432691441,18.4127205179771,18.0420704985315,18.0623313368392,17.6709174382514,17.8561861251106,17.7543011963847,16.3557847673643,18.6056668048293,17.5550278259926,19.1362569573414,17.2487921777995,17.6544135370952,17.0470000235664,17.8251752578492,18.1905812307289,16.5043132283653,18.6307580103139,16.8678309076085,17.0750452692352,17.1641231519446,19.1179324048292,18.0841293409868,17.565259080648,17.274585650019,17.9711667765151,16.4080608700878,17.7475647975856,17.2588562447127,18.4796738033162,19.3333375399362,18.2356868188493,17.0768593968557,17.0834528398099,17.8207044822991,18.2038216383854,17.2240340097717,14.662720935811
"sp|O94923|GLCE_HUMAN",16.429584922237,18.2115445086808,18.4095964715986,18.191636292109,17.7954288197476,18.284258604069,15.6939098830561,19.1902683731979,18.617721031954,16.8912830213504,17.660975567407,18.2364139998862,17.9080107895723,17.5857547824071,18.0858004489553,17.139467421798,19.2496829922541,17.0730077366137,16.8234242444501,14.3616106557883,17.8160569087978,18.3701026499472,17.6462387779424,17.5866929564241,18.4859012174408,18.4034233168153,17.5582161599961,18.4808112614678,17.8652213406188,17.0652023055853,17.1142124723878,18.0701717896189,17.0383097973602,17.679557470337,16.9349010133715,17.7727207942643,18.7419246425772,17.5620265680934,18.6791803472389,19.2388124782003
"sp|P07992|ERCC1_HUMAN",16.2825553696254,17.5891205414747,19.1578139784473,19.9794622320511,17.2126137184068,15.9024176373446,19.3954797198361,15.3488002514489,16.776785764451,19.3537311853045,14.8901186765469,17.0657959701214,15.4786173516972,19.5960482130867,19.5408548237572,17.0851306943849,19.9158443486016,18.8617941247038,20.6617592444774,19.0081834592958,18.493722312698,17.5021120708352,19.9012754903752,17.4135499370396,15.3654379618944,16.8928754883065,18.5390148519864,19.390626575423,19.955080106986,17.5176097277143,18.5421572604318,19.0501893253296,18.3783528112794,18.7393934979478,18.1020045739404,20.6815046187041,22.909541056548,17.6472180193097,20.6613028165976,16.4439182672178
"sp|P09417|DHPR_HUMAN",22.0419996936668,21.0545119443503,22.3539492448135,21.7296181466644,21.1040909450969,21.8805064104327,22.0731775598986,21.1771152236749,22.3363442168057,22.0649985900762,21.0003633703972,21.4231439568849,22.2784603161655,22.2625832123609,22.26407753618,21.3906868813144,22.9270374845927,22.0611780855333,22.479012894692,22.1751468405432,22.5958736007805,21.6403787772922,22.5040630607425,22.3395301063272,22.5367811908763,22.7784667724929,22.4444723703373,22.7306401618872,22.0786058142223,21.7806438589271,21.7630112519375,22.5253343261695,21.9557896205421,22.3228620209732,22.7183870919486,22.4493215742962,22.483166731055,22.3361875768176,22.5225933905727,22.2977261450587
"sp|P24723|KPCL_HUMAN / sp|Q02156|KPCE_HUMAN",22.8422639627342,23.4317235721,23.3627896038771,22.8126161089086,23.0864140116809,23.4913432787226,22.9162986897047,20.5719689863026,24.0956473857588,23.3349367605597,22.7968041798796,23.5171203402199,23.598430202464,23.0454494359819,23.2436545864586,22.612152510355,23.7287517328149,22.5939765909971,23.3971023359098,22.5341902562798,23.3415631828159,23.6861650784825,23.2937766184774,22.3228081130858,22.9154623942842,24.1351541236491,22.9408649558426,23.5715479865589,22.8983804595787,22.2910782128939,22.9669253495458,23.5029960124227,22.2367557186083,23.1994752075537,23.0202522936196,23.3336424178203,23.2486349092295,23.0424798075872,23.5942313847429,23.1567175022301
"sp|P42566|EPS15_HUMAN",22.1139126690957,21.1323867704858,21.9534456648534,21.8269152772,21.6363208829925,21.9219878495361,21.5378778277651,21.8664441184997,21.9849105622048,21.9781363880649,21.0989785200676,21.8924577377861,22.1826420596563,21.8183579214767,22.156961475363,21.2561648142852,22.1326921121595,21.8240955236434,21.5728669645881,21.7321866435822,22.0195124374474,21.6575076030696,21.5670243782588,21.3452987264785,21.2573224857017,21.8177643602354,21.9319978785465,22.0389999383188,21.8812032766952,21.1657899177782,22.2954447883038,22.0238417543699,20.6944768851108,21.8579521923713,21.5599109412362,21.6719140922165,21.5228031738578,21.2474080900526,22.1718579663116,21.0553185564853
"sp|P49247|RPIA_HUMAN",22.0089732970414,21.7710992532246,22.0205206012024,22.0173504214166,22.2247765621853,22.2096181458026,25.6174877264109,19.6187041795126,22.8252933988869,22.4740067725674,21.3477486095595,21.7102906845012,22.8487395173446,22.0716225625378,21.7516670011239,21.2062361595344,22.7629763956964,21.3409073255731,22.3457109866888,21.2804852800688,22.4567179032494,22.6582538739017,21.6780705789696,22.0808664890174,22.3435280235846,22.4221983729443,23.1364738660521,21.9281320282104,21.0380442544993,20.424645865148,21.7539976183887,22.3450324051223,21.7321697192367,23.7548844395374,21.4969071791787,22.1661531802852,22.1342718280342,22.182157392188,22.2906442099705,23.6633910375972
"sp|P54819|KAD2_HUMAN",24.5242186438947,24.6508403607243,24.9305519034615,24.5249041059295,24.7330598339162,24.665161004851,24.4206420264177,25.8672422982959,24.9789447441593,24.6231459855668,25.047471094728,24.6414197492435,24.8754401530099,24.8016981858327,24.8307981741628,24.6975104928546,24.8786969219352,24.1813953962436,24.5853614727871,24.8388134551025,25.060024603879,25.4792014018267,24.8822674389607,24.6344394668569,24.5350584336098,24.7792996811386,24.7476358722534,24.8356925472069,24.9418941499822,24.4182888841238,24.7043947097945,24.7329772462513,26.4845618010553,25.4801676476379,26.0173696414743,25.5706716997538,25.0791777277706,25.4709455527908,24.9676700742516,25.8451073032202
"sp|P68366|TBA4A_HUMAN",31.4250006449875,31.3699496457158,31.8444742483479,31.3628232749595,31.5275490871157,31.7362679404913,31.2662693827316,29.2942191024619,31.8339952354387,31.4644817506917,30.9765389743262,31.4738962211578,31.755861332767,31.4724891342117,31.5571922266385,30.9914651472717,31.7776892833624,31.258682222525,31.4678067653712,30.7770024597332,31.6411793346274,31.7385111842885,31.4552029026191,30.8932247104711,31.5374922183348,32.0899183397975,31.4619981659893,31.9278577428401,31.6697963114425,31.1672542861583,31.0332263926012,31.5661516005543,30.4529806377653,31.7264557271817,31.426613497587,31.4451378645667,31.5199776234358,31.1325019799125,31.7549251972434,31.2076171819641
"sp|Q7Z589|EMSY_HUMAN",20.860221393173,21.2820680353381,20.2415946021707,21.4868783779782,21.8010364070698,20.885481019692,21.7971012718742,22.3456767729181,20.4785560416534,20.588668302545,21.5608598426812,21.0055803945557,20.5976360997812,21.1078057444729,21.2813701485796,21.8004799526517,20.4187810212617,21.8007905243191,21.5228157584911,22.4323321023884,20.5277485386724,21.1619971282666,20.8127183683169,22.0360436574467,21.4387370826178,20.2223924501733,20.6695556453811,19.7112315709182,20.9839917014789,21.1832318628579,21.1313596195298,20.6818392133505,22.0012977713549,20.9468816482802,21.4712019063226,20.7628596649898,21.3553900957729,21.3764613377432,20.7201950005131,21.6690481785688
"sp|Q9BR76|COR1B_HUMAN",25.1575471472442,25.3148880116306,25.0822566196846,24.9284153735813,25.0703000993805,25.5658815520995,24.6148245320854,24.2716674348908,25.6487693231818,25.1399587504066,25.1328337828706,25.2029738263156,25.768699985677,24.9708506838458,24.8890691633343,24.3778859034122,25.4803680625106,24.871503031394,24.7311922498791,24.4206383400327,25.297479155231,25.458202577812,24.8251325535737,24.2728501319662,25.1648740057659,25.5310934908554,25.0223093786427,25.1911519889366,24.9489025540015,25.0412600129251,24.784125379288,25.2925349433081,24.2265294695415,25.3644931484504,24.7375960579972,24.9961530441913,24.7841542204475,25.0365009773664,25.231203467029,24.6956652497098
"sp|Q9H8J5|MANS1_HUMAN",23.6106989841824,22.9807104579399,22.9774680475233,23.6375956466916,23.1645278390161,22.643579065824,23.5617065337471,24.4771225359011,21.9755712941993,23.2380843023051,23.5206154425641,23.359871244317,22.1499510778581,23.5210056755797,23.6668750286377,23.9494684879963,21.6982042104802,24.0886883071039,23.5238169254166,23.9198877751649,22.3356058913597,22.4615145418573,23.6165312362531,23.3075786197736,22.8737239869225,22.6097895395644,23.8136829031529,22.6279165836169,23.4604972093227,23.8427943421534,22.7199844206883,22.3984312889135,24.108503590373,23.3222918994669,23.6812834028787,23.7871528460107,23.431312366977,22.7516814300448,22.4150795408534,22.6225999954863
"sp|Q9NXL6|SIDT1_HUMAN",19.7006435099713,19.3627123822256,20.1133371040346,19.9985060744186,21.0719733998334,20.1584445362779,21.3159451995575,19.5377062574468,19.9468453878681,21.1753165208053,19.2074863587406,19.9161385917219,18.9403870824275,20.1348003577747,20.585461568163,20.8225791012073,20.4697567981436,19.4656650129046,19.4702875526032,21.1793678630255,20.9568321075703,20.114951520041,19.3762975288242,20.7539666777951,20.3666312714404,20.7127150963852,20.9200861010243,21.252601094113,20.8320343074346,20.8694104614904,20.5418753729445,20.6530870716742,17.9773621942658,20.3344988676195,19.9335380822183,19.3001913484676,20.5689572055782,20.2854335763347,20.4352027364284,19.5627879031086
"sp|A0A096LP55|QCR6L_HUMAN / sp|P07919|QCR6_HUMAN",17.8243585154907,15.7768809098105,18.5078945199584,16.641163353586,14.8645561370935,18.9893218412288,17.695759822751,15.5291566009065,18.0912995672217,18.0148675055439,14.3986811156753,14.968795453889,16.7865500557684,17.5916468930178,17.0088751917817,13.7246160762944,19.2355345375576,17.1138206210447,15.3218220387466,14.4727563678302,19.5104399733441,17.48447908301,19.3280288809039,15.2129267723713,15.0792989406299,18.1690764233807,16.9605092372495,17.986945261674,18.869008432908,17.4445400807928,14.3082124370214,15.7400935989498,17.1019553579713,18.6169097698591,18.7304708102584,18.7247645942454,17.3589352705448,17.1825647464049,13.5644502429663,16.8045125223641
